ANO,PAIS,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,CANTIDAD_REGISTROS
2024,MÉXICO,NEERLANDÉS,"MACMILLAN EDUCACION, S.A. DE C.V",800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2024,MÉXICO,NEERLANDÉS,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2024,MÉXICO,NORUEGO,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2024,MÉXICO,NORUEGO,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2024,MÉXICO,NORUEGO,"MACMILLAN EDUCACION, S.A. DE C.V",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,MÉXICO,POLACO,EDITORIAL SEXTO PISO,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,MÉXICO,PORTUGUÉS,ARLEQUIN EDITORIAL Y SERVICIOS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,MÉXICO,PORTUGUÉS,ELEFANTA DEL SUR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2024,MÉXICO,PORTUGUÉS,ELEFANTA DEL SUR,890 - LITERATURAS DE OTRAS LENGUAS,5.0
2024,MÉXICO,PORTUGUÉS,FONDO DE CULTURA ECONOMICA MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,8.0
2024,MÉXICO,PORTUGUÉS,GRUPO EDITORIAL PATRIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2024,MÉXICO,PORTUGUÉS,GRUPO PLANETA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2024,MÉXICO,PORTUGUÉS,GRUPO SANTILLANA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,MÉXICO,PORTUGUÉS,TALAMAS MONTEMAYOR HUGO CESAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,MÉXICO,PORTUGUÉS,TERRITORIO POETICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2024,MÉXICO,PORTUGUÉS,TERRITORIO POETICO,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2024,MÉXICO,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,MÉXICO,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2024,MÉXICO,PORTUGUÉS,UNIVERSIDAD DE GUADALAJARA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2024,MÉXICO,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
2024,MÉXICO,PORTUGUÉS,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,MÉXICO,PORTUGUÉS,UNIVERSIDAD VERACRUZANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,MÉXICO,RUMANO,EDITORIAL OCEANO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2024,MÉXICO,RUMANO,EDITORIAL SEXTO PISO,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2024,MÉXICO,RUMANO,HONORABLE CAMARA DE DIPUTADOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2024,MÉXICO,RUMANO,TERRITORIO POETICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2024,MÉXICO,RUMANO,UNIVERSIDAD AUTONOMA DE SINALOA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,MÉXICO,RUSO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,MÉXICO,RUSO,EDICIONES DEL LIRIO,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,MÉXICO,RUSO,EDITORES MEXICANOS UNIDOS,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2024,MÉXICO,RUSO,EDITORIAL SEXTO PISO,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,MÉXICO,RUSO,FONDO DE CULTURA ECONOMICA MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,MÉXICO,RUSO,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2024,MÉXICO,RUSO,GRUPO SANTILLANA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,MÉXICO,RUSO,HONORABLE CAMARA DE DIPUTADOS,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,MÉXICO,RUSO,UNIVERSIDAD DE SONORA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,MÉXICO,RUSO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2024,MÉXICO,RUSO,UNIVERSIDAD VERACRUZANA,890 - LITERATURAS DE OTRAS LENGUAS,4.0
2024,MÉXICO,SANSCRITO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,MÉXICO,SUECO,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2024,MÉXICO,SUECO,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
2024,MÉXICO,SUECO,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,11.0
2024,MÉXICO,SUECO,LEETRA FINAL,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,MÉXICO,SUECO,YAXKIN MELCHY RAMOS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2024,MÉXICO,TSELTAL,CONSEJO ESTATAL PARA LAS CULTURAS Y LAS ARTES DE CHIAPAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,MÉXICO,TURCO,EDITORIAL CAYUCO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,MÉXICO,TURCO,"MACMILLAN EDUCACION, S.A. DE C.V",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,MÉXICO,ÁRABE,FONDO DE CULTURA ECONOMICA MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,3.0
2024,MÉXICO,ÁRABE,TEXTOFILIA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,MÉXICO,ÁRABE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,PANAMÁ,ALEMÁN,RUTH CASA EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PANAMÁ,ESPAÑOL,"GASNELL ACUNA, CARLOS ALBERTO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2024,PANAMÁ,ESPAÑOL,"MENDOZA CASAS, ETTY EORY",800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2024,PANAMÁ,ESPAÑOL,"RAKOVER CHOCRON, LEONARDO DANIEL",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,7.0
2024,PANAMÁ,INGLÉS,"COHEN OBON DE GAINES, IRENE SOFIA",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PANAMÁ,INGLÉS,LEXUS EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2024,PANAMÁ,INGLÉS,PIGGY PRESS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2024,PANAMÁ,INGLÉS,"ROUX MOSES, ROMULO ALBERTO",800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2024,PANAMÁ,ITALIANO,EDITORIAL D' MC PHERSON,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2024,PANAMÁ,ITALIANO,LEXUS EDITORES,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
2024,PANAMÁ,ITALIANO,LEXUS EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2024,PARAGUAY,CHINO,ARANDURA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,PARAGUAY,ESPAÑOL,"ABENTE PFANNL, VERONICA PAZ",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PARAGUAY,ESPAÑOL,BIBLIOTECA Y ARCHIVO CENTRAL DEL CONGRESO NACIONAL,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2024,PARAGUAY,ESPAÑOL,"BUSTOS KRZYSZTOFORSKA, DAFNE MIKAELA",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PARAGUAY,ESPAÑOL,CHEHANDE EDITORA & GRAFICA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PARAGUAY,ESPAÑOL,EDITORIAL ATLAS PY,800 - LITERATURA Y RETÓRICA: GENERAL,8.0
2024,PARAGUAY,ESPAÑOL,EDITORIAL EN ALIANZA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
2024,PARAGUAY,ESPAÑOL,EDITORIAL ROSALBA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PARAGUAY,ESPAÑOL,"ESTIGARRIBIA FRANCO, LILIANA MARIA TERESA",800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2024,PARAGUAY,ESPAÑOL,"LUGO VERON, MAURO JAVIER",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PARAGUAY,ESPAÑOL,"SANTOS BAZAS, DIANA MELITTA JOSEFINA",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PARAGUAY,ESPAÑOL,SERVILIBRO S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PARAGUAY,ESPAÑOL,SERVILIBRO S.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PARAGUAY,ESPAÑOL,TRIGALES S. R. L.,800 - LITERATURA Y RETÓRICA: GENERAL,6.0
2024,PARAGUAY,ESPAÑOL,"VILLALBA VARGAS, CLEMENTE MARIA",880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
2024,PARAGUAY,ESPAÑOL,VLM EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PARAGUAY,FRANCÉS,EDITORIAL ATLAS PY,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,PARAGUAY,INGLÉS,EDITORIAL ATLAS PY,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
2024,PARAGUAY,INGLÉS,EDITORIAL ATLAS PY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,4.0
2024,PARAGUAY,PORTUGUÉS,EDITORIAL ATLAS PY,800 - LITERATURA Y RETÓRICA: GENERAL,8.0
2024,PARAGUAY,PORTUGUÉS,EDITORIAL ROSALBA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,ALEMÁN,ALASTOR S.A.C.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2024,PERÚ,ALEMÁN,CARAL EDITORES E.I.R.L.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2024,PERÚ,ALEMÁN,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2024,PERÚ,ALEMÁN,KOKORO BOOKS S.A.C.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2024,PERÚ,CATALÁN,GRUPO PLANETA,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,PERÚ,CHECO,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,PERÚ,DANÉS,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2024,PERÚ,ESPAÑOL,ALETHEYA E.I.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,ESPAÑOL,ARTE & ESTILO BUCH DE LIZAMEL ACCILIO SANTIAGO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,ESPAÑOL,CENTRO DE DESARROLLO EDITORIAL Y DE CONTENIDOS S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,ESPAÑOL,CENTRO DE ESTUDIOS REGIONALES ANDINOS BARTOLOME DE LAS CASAS,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,ESPAÑOL,CORPORACION IGNEO S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2024,PERÚ,ESPAÑOL,CORPORACION IGNEO S.A.C.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2024,PERÚ,ESPAÑOL,DAVEYRO EDITORIAL DE CLOTILDE VALERIO AVILES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2024,PERÚ,ESPAÑOL,EDICIONES PICHONCITO S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,ESPAÑOL,ERIS EDITORIAL E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,8.0
2024,PERÚ,ESPAÑOL,GRUPO EDITORIAL HIJOS DE LA LLUVIA S.C.R.LTDA.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2024,PERÚ,ESPAÑOL,GRUPO EDITORIAL HIJOS DE LA LLUVIA S.C.R.LTDA.,870 - LITERATURAS LATINAS E ITALIANAS,1.0
2024,PERÚ,ESPAÑOL,GRUPO OJOS DE PAPEL E.I.R.L,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,ESPAÑOL,INSTITUTO CULTURAL PERUANO NORTEAMERICANO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,ESPAÑOL,INSTITUTO CULTURAL PERUANO NORTEAMERICANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,ESPAÑOL,LA CATEDRAL DE LUIS HUGO COMPANY MONTES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,ESPAÑOL,"MESIA MATOS, RUBEN ABELARDO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,ESPAÑOL,NAUFRAGO E.I.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,ESPAÑOL,RIO HABLADOR S.A.C.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,ESPAÑOL,UN PUNADO DE TIERRA QUE RESPIRA S.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,ESPAÑOL,UNIDAD DE GESTION EDUCATIVA LOCAL COTABAMBAS,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,FRANCÉS,ALASTOR S.A.C.,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
2024,PERÚ,FRANCÉS,AWQA MAYWA E.I.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,FRANCÉS,CARAL EDITORES E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2024,PERÚ,FRANCÉS,CIRCULO EDITORIAL S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,FRANCÉS,DE LIRIO EDICIONES E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,FRANCÉS,ENTIDAD PATAFISICA PARA LA PUBLICACION DE TEXTOS URGENTES Y EMERGENTES COLMENA EDITORES E.I.R.L.,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,PERÚ,FRANCÉS,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,FRANCÉS,GRUPO PLANETA,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
2024,PERÚ,FRANCÉS,LIBRERIAS CRISOL S.A.C.,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,PERÚ,FRANCÉS,PENGUIN RANDOM HOUSE,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,PERÚ,FRANCÉS,REVUELTA EDICIONES Y CONTENIDOS S.A.,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,PERÚ,FRANCÉS,REVUELTA EDICIONES Y CONTENIDOS S.A.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2024,PERÚ,GRIEGO,ENTIDAD PATAFISICA PARA LA PUBLICACION DE TEXTOS URGENTES Y EMERGENTES COLMENA EDITORES E.I.R.L.,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
2024,PERÚ,GRIEGO,GRUPO EMPRESARIAL AMOTAPE S.A.C.,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
2024,PERÚ,INGLÉS,ALASTOR S.A.C.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2024,PERÚ,INGLÉS,AMERICA DE JORGE CASTILLO FAN,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2024,PERÚ,INGLÉS,CARAL EDITORES E.I.R.L.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2024,PERÚ,INGLÉS,CASA CARTON PERU E.I.R.L.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2024,PERÚ,INGLÉS,EDICIONES URANO,800 - LITERATURA Y RETÓRICA: GENERAL,10.0
2024,PERÚ,INGLÉS,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2024,PERÚ,INGLÉS,EL GATO DESCALZO DE GERMAN ATOCHE INTILI,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
2024,PERÚ,INGLÉS,EL GATO DESCALZO DE GERMAN ATOCHE INTILI,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2024,PERÚ,INGLÉS,GRAFOS & MAQUINACIONES S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,INGLÉS,GRAFOS & MAQUINACIONES S.A.C.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2024,PERÚ,INGLÉS,GRUPO EMPRESARIAL AMOTAPE S.A.C.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2024,PERÚ,INGLÉS,GRUPO EMPRESARIAL AMOTAPE S.A.C.,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2024,PERÚ,INGLÉS,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
2024,PERÚ,INGLÉS,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,16.0
2024,PERÚ,INGLÉS,GRUPO PLANETA,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,PERÚ,INGLÉS,GRUPO PLANETA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2024,PERÚ,INGLÉS,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,PERÚ,INGLÉS,GRUPO TEXTOS S.A.C.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2024,PERÚ,INGLÉS,LIBRERIAS CRISOL S.A.C.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2024,PERÚ,INGLÉS,LIBRERIAS CRISOL S.A.C.,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,PERÚ,INGLÉS,NOSTICA EDITORIAL S.A.C.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2024,PERÚ,INGLÉS,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,INGLÉS,PENGUIN RANDOM HOUSE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2024,PERÚ,INGLÉS,PENGUIN RANDOM HOUSE,890 - LITERATURAS DE OTRAS LENGUAS,11.0
2024,PERÚ,ITALIANO,ALASTOR S.A.C.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2024,PERÚ,ITALIANO,GRUPO PLANETA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
2024,PERÚ,ITALIANO,PENGUIN RANDOM HOUSE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2024,PERÚ,JAPONÉS,ASOCIACION PERUANO JAPONESA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,PERÚ,PORTUGUÉS,"ALEJOS FLORES, PABLO DECENO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2024,PERÚ,PORTUGUÉS,GRUPO EMPRESARIAL AMOTAPE S.A.C.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,PORTUGUÉS,MESA REDONDA EDITORIAL Y LIBRERIA S.A.C.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2024,PERÚ,PORTUGUÉS,PARACAIDAS SOLUCIONES EDITORIALES S.A.C.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,PORTUGUÉS,UN PUNADO DE TIERRA QUE RESPIRA S.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2024,PERÚ,QUECHUA,ANTARES CULTURA Y DESARROLLO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,PERÚ,QUECHUA,"RIVAS LOAYZA, LUCIO ISAIAS",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,QUECHUA,UNIDAD DE GESTION EDUCATIVA LOCAL COTABAMBAS,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,PERÚ,RUMANO,EDICIONES KUELAP S.A.C.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2024,PERÚ,RUSO,ALASTOR S.A.C.,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,PERÚ,RUSO,CARAL EDITORES E.I.R.L.,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,REPÚBLICA DOMINICANA,ALEMÁN,ASOCIACION DOMINICANA DE LIBREROS Y AFINES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2024,REPÚBLICA DOMINICANA,BULGARO,EDITORA NACIONAL,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,REPÚBLICA DOMINICANA,CROATA,EDITORIAL ISLA NEGRA,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2024,REPÚBLICA DOMINICANA,ESPAÑOL,"ALONZO ABREU, CARLOS MANUEL",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,5.0
2024,REPÚBLICA DOMINICANA,ESPAÑOL,AMIGO DEL HOGAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,REPÚBLICA DOMINICANA,ESPAÑOL,"EDITORA BUHO, S.R.L.",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,REPÚBLICA DOMINICANA,ESPAÑOL,EDITORIAL ISLA NEGRA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2024,REPÚBLICA DOMINICANA,ESPAÑOL,NODE DIGITAL SOLUTIONS,800 - LITERATURA Y RETÓRICA: GENERAL,20.0
2024,REPÚBLICA DOMINICANA,ESPAÑOL,RIO DE ORO EDITORES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,REPÚBLICA DOMINICANA,FRANCÉS,"SANTANA, AMADO",840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,REPÚBLICA DOMINICANA,PORTUGUÉS,ULTIMOS MONSTRUOS EDITORES,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2024,URUGUAY,ESPAÑOL,"BURECOVICS, ANDRES",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,URUGUAY,ESPAÑOL,"FIGARES ESTEVEZ, ALVARO JAVIER",820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2024,URUGUAY,ESPAÑOL,SALSA CON SABOR A CUENTO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,URUGUAY,FRANCÉS,CASA EDITORIAL HUM - ESTUARIO,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,URUGUAY,FRANCÉS,CASA EDITORIAL HUM - ESTUARIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,URUGUAY,FRANCÉS,FARDO,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,URUGUAY,FRANCÉS,MILENA PARIS,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,URUGUAY,FRANCÉS,TAJANTE - ( MARIA INES MENDEZ KONCKE),840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
2024,URUGUAY,FRANCÉS,YAUGURU,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2024,URUGUAY,INGLÉS,ARQUETIPO GRUPO EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,20.0
2024,URUGUAY,INGLÉS,BIBLIOTECA NACIONAL DE URUGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,URUGUAY,INGLÉS,BOOKSHOP EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,6.0
2024,URUGUAY,INGLÉS,EDICIONES DE LA BANDA ORIENTAL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2024,URUGUAY,INGLÉS,EDICIONES URANO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,URUGUAY,INGLÉS,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,URUGUAY,INGLÉS,FARDO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2024,URUGUAY,INGLÉS,LATINBOOKS INTERNATIONAL,800 - LITERATURA Y RETÓRICA: GENERAL,222.0
2024,URUGUAY,INGLÉS,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,URUGUAY,PORTUGUÉS,EDICIONES DE LA BANDA ORIENTAL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,VENEZUELA,ESPAÑOL,"EDITORIAL ARTE PROFESIONAL, C.A.",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2024,VENEZUELA,ESPAÑOL,FUNDAMBIENTE - AMALIVACA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,15.0
2024,VENEZUELA,ESPAÑOL,"LUIS RAMON PEROZO CERVANTES, (SULTANA DEL LAGO EDITORES)",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2024,VENEZUELA,ESPAÑOL,"RANGEL BORRERO, MANUEL ALEJANDRO",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2024,VENEZUELA,FRANCÉS,FONDO EDITORIAL DE LA ASAMBLEA NACIONAL WILLIAN LARA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2024,VENEZUELA,INGLÉS,"OLIVO MATA, ROLANDO JOSE",800 - LITERATURA Y RETÓRICA: GENERAL,7.0
2024,VENEZUELA,INGLÉS,"UNILIBRO EDICIONES, C.A.",800 - LITERATURA Y RETÓRICA: GENERAL,3.0
