REGION_BRASIL_LATAM,ANO,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,IDIOMA.ESTANDARIZADO.COMPLETO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AMERICO RIBEIRO BRASIL,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANA CAMARGO & CIA LTDA,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANA CAROLINA ALVES DA SILVA CABRAL DE VASCONCELOS - ME,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANA CAROLINA OLIVEIRA PINHEIRO 02321245077,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANA LAURA SOARES MARINS,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANA LUISA FREITAS RODRIGUES DE LIMA 01189598400,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANA LUISA TAVARES MEIRA LIMA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANA PAULA CORDEIRO 25941677898,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANA PAULA MARQUES FARIAS,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDERSON DE MENDONCA DOS SANTOS,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDRE GUIMARAES DE SOUZA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDRE LUIS DE SOUZA CAMARGO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDRE LUIZ DO AMARAL CABRAL,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDRE MARCOS VIEIRA SOLTAU,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDRE TELUCAZU KONDO 18377626861,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDRE TURTELLI POLES,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDREA CARMEN RAYA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDREA CRISTINA LOPES GARCIA 90074998749,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANGELA ARIADNE HOFMANN,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANGELA MARIA QUINTO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANGELICA IZABEL MACHADO PINTO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANGELICA PATRICIA FERREIRA ALVES RIBEIRO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANGELS PUBLISHING LTDA_ME,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANTONIO ADALMIR FERNANDES,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANTONIO AUGUSTO VITOR,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANTONIO CESAR DORNELAS BRANDAO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANTONIO DE PADUA GALVAO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANTONIO JOSE PINHEIRO DE MELO 74830813768,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANTONIO MARCELO CAVALCANTE GUEDES,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANTONIO ROBERTO DE CARVALHO 75586894734,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,APED - APOIO E PRODUCAO EDITORA LTDA,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,APM DA EE PEDRO DE MELLO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,APOIO CONSULTORIA EMPRESARIAL LTDA EPP,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,APOLO SERGIO COSTA GAZEL,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,APRES COUP PORTO ALEGRE PSICANALISE E POESIA,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AQUARIO PRODUCOES EDITORIAIS EIRELI - ME,11.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARAUJO E BECO REPRESENTACOES LTDA - EPP,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARC - EDITORA E PRODUCOES CULTURAIS LTDA,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARC - INDUSTRIAS CRIATIVAS LTDA,6.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARCUS INDUSTRIA GRAFICA LTDA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARINALDO APARECIDO DE PAULO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARROW-RAY CORPORATION,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ART LETRAS GRAFICA E EDITORA LTDA-ME,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARTE IMPRESSA EDITORA LTDA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARTE PUBLICACOES E GRAVACOES LTDA. ME,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARTEMIZA MARIA CORREIA DA SILVA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARTES E OFICIOS EDITORA LTDA,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARTESA EDITORA LTDA,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARTTHEATRUM PRODUCOES ARTISTICAS LTDA,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSIS & FLORAO LTDA,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOC DOS AMIGOS DO THEATRO TREZE DE MAIO DE S MARIA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO CULTURAL BARKACA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO CULTURAL COLETIVO DE ARTES GRAFICAS LIVRINHO DE PAPEL FINISSIMO,4.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO CULTURAL E BENEFICENTE PADRE REUS,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO CULTURAL LETRASELVAGEM,4.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO DA CONFRARIA DAS LETRAS,5.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO DE APOIO AO SISTEMA LOGOSOFICO DE EDUCACAO,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO DE PROMOCAO HUMANA E RESGATE DA CIDADANIA,8.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO DOS AMIGOS DA CULTURA DE RESENDE COSTA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO DOS ESCRITORES POETAS E TROVADORES DE ITATIBA,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO DOS JUIZES DO RIO GRANDE DO SUL,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO EDITORIAL HUMANITAS,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO EDUCACIONAL LUTERANA DO BRASIL - AELBRA,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO EDUCORE,15.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO INSTITUTO CULTURAL JANELA ABERTA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO INTERNACIONAL DE ESCRITORES E ARTISTAS,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO MANTENEDORA ASSISTENCIAL EDUCACIONAL SIDARTA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO NOBREGA DE EDUCACAO E ASSISTENCIA SOCIAL - PATIO COLEGIO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO SANTA-ROSENSE DE ESCRITORES - ASES,4.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO VIVA E DEIXE VIVER,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ATELIE EDITORIAL LTDA-ME,9.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ATOMO E ALINEA EDITORAS ASSOCIADAS LTDA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AVEC EDITORA E COMERCIO DE LIVROS LTDA,10.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AVIS BRASILIS COMERCIO DE ARTIGOS ECOLOGICOS CULTURIS EDITORA LTDA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BABECCO INDUSTRIA E COMERCIO LTDA,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BACANUDO COMUNICACAO E CULTURA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BAGACO DESIGN LTDA,31.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BALONITO EDITORA LTDA-ME,4.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BAMBOO EDITORIAL LTDA,8.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BARBARA CASSARA ANDRADE DA SILVA 08290745702,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BARBARA HOLANDA BEZERRA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"BARROS, CYRINO & FONSECA EDITORA E AUDIOVISUAL LTDA. ME",1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BARTLEBEE EDITORA LTDA,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BEATRIZ CECCHETTI,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BECO DO AZOUGUE EDITORIAL LTDA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BELLA PINTO DE SOUZA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BELLOTO EDITORA LTDA,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BEM CULTURAL PRODUCOES ARTISTICAS E CULTURAIS LDTA ME,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BENE HUR PESSOA 40305781871,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BENEDITO RAMOS AMORIM,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BERLENDIS & VERTECCHIA EDITORES LTDA,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BERNUNCIA EDITORA E LIVRARIA LTDA-ME,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BIANCA COSTA MACHADO,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BITARELLO & NASCIMENTO PRODUCOES LTDA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BLANCHE EDICAO DE LIVROS LTDA,12.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BLU EDITORA LTDA-ME,14.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BOOK EDITORA E DISTRIBUIDORA DE LIVROS LTDA.,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BOOKFLIX LTDA.,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BR1-EDITORES LTDA,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BRASIL EDITORA LTDA - ME,4.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BRE COMERCIO DE LIVROS LTDA,4.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BRINQUE-BOOK EDITORA DE LIVROS LTDA,7.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BRUNO CARVALHO DE MELO RODRIGUES,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BRUNO DA SILVA AZEVEDO 84239093368,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BUQUI COMERCIO DE LIVROS DIGITAIS LTDA,7.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,C DE COISAS PRODUCOES CULTURAIS LTDA,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,C.F.M. SANTOS EDITORA. ME,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,C.G.M. EDICAO E COMERCIALIZACAO DE LIVROS LTDA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,C.I. EDITORA E LIVRARIA LTDA-ME,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,C/ARTE PROJETOS CULTURAIS,5.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAETANO LAGRASTA NETO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAIO CEZAR SOARES COSTA-ME,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAIO FERNANDO XAVIER PEREIRA 07115942447,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CALDEROM EDITORA LTDA,14.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CALLIS EDITORA LTDA,18.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAMARA MUNICIPAL DE SALVADOR - BAHIA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAMELO & MALUF LTDA - ME,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAMILA COSTA MOREIRA 088260002908,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAMILO IRINEU QUARTAROLLO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAMPO ELIAS FLOREZ PABON,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CANAL 6 EDITORA LTDA,5.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CANONE EDITORACAO LTDA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARETTONI & GALLI EDITORA DIGITAL LTDA - ME,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLA CRISTINA SANTANA POZO,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS ABERTO TORRES DE MATTOS09913070899,9.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS DREHER & FILHOS EDITORA LTDA - EPP,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS EDUARDO DIZ DE ABREU,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS HENRIQUE DE SOUZA GOMES,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS HENRIQUE DIAS FIALHO 63518694472,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS RAFAEL LONGO DE SOUZA - ME,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS VINICIUS DE OLIVEIRA BRESSAN,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAROL MANZOLI PALMA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAROLINA CARDOSO DUTRA EVANGELISTA - M.E.,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARRION & CARRACEDO LTDA,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA DO NOVO AUTOR EDITORA LTDA,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA DO POETA DE SANTA MARIA,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA EDITORIAL E PROMOCOES LUMINARA LTDA,3.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASTRO E BELING LTDA - ME,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CATAGUASES GRAFICA E EDITORA LIDER LTDA. - ME,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CATARINA RIELLI VIEIRA,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CATIA ABARDES MOURAO PEREIRA SILVA,10.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CCS GRAFICA E EDITORA COMERCIO E REPRESENTACAO LTDA-EPP,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CELESTE MARIA FARIAS DE SOUZA DIAS 80618944591,5.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CELLIA FERNANDA PIETRAMALE EBLING,4.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CELY NAOMI UEMATSU,2.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CENTRAL UNICA DAS FAVELAS DO RIO GRANDE DO SUL,1.0
BRASIL,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CENTRO CULTURAL CASAMUNDI,1.0
