PAIS,ANO,IDIOMA.ESTANDARIZADO.COMPLETO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
COLOMBIA,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ENLACE EDITORIAL,4.0
COLOMBIA,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,2.0
COLOMBIA,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,1.0
COLOMBIA,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
COLOMBIA,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,2.0
COLOMBIA,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,SAGA LIBROS SAS,1.0
COLOMBIA,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CLU EDITORES,1.0
COLOMBIA,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL IBANEZ S.A.S,1.0
COLOMBIA,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,2.0
COLOMBIA,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"ORDONEZ ARBOLEDA, FREDY/EDICIONES MILSERIFAS",1.0
COLOMBIA,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PANAMERICANA LIBRERIA Y PAPELERIA,1.0
COLOMBIA,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,1.0
COLOMBIA,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD DE LOS ANDES,2.0
COLOMBIA,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ANIMAL EXTINTO EDITORIAL SAS,1.0
COLOMBIA,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,BABEL LIBROS S.A.S.,1.0
COLOMBIA,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,2.0
COLOMBIA,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FUNDACION CIRCULO ABIERTO,1.0
COLOMBIA,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO DISTRITAL DE LAS ARTES,2.0
COLOMBIA,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,3.0
COLOMBIA,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,4.0
COLOMBIA,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,SUSAETA EDICIONES S.A.,1.0
COLOMBIA,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,TRAGALUZ EDITORES S.A.S.,1.0
COLOMBIA,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD COOPERATIVA DE COLOMBIA,2.0
COLOMBIA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,4.0
COLOMBIA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES VESTIGIO SAS,2.0
COLOMBIA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FAVILA EDITORIAL SAS,1.0
COLOMBIA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,2.0
COLOMBIA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MO EDICIONES SAS,1.0
COLOMBIA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NEFANDO. EMPRESA ASOCIATIVA DE TRABAJO,2.0
COLOMBIA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PANAMERICANA LIBRERIA Y PAPELERIA,1.0
COLOMBIA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,2.0
COLOMBIA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD DE LOS ANDES,2.0
COLOMBIA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"VARGAS TOVAR, CATALINA",1.0
COLOMBIA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,YARUMO LIBROS,2.0
COSTA RICA,2011,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FUNDACION CASA DE POESIA,1.0
COSTA RICA,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES LANZALLAMAS S.A.,1.0
COSTA RICA,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL COSTA RICA,1.0
COSTA RICA,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRAFIKA PALO S.A.,1.0
COSTA RICA,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESTUDIO G DISENO EDITORIAL S.A.,1.0
CUBA,2012,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES HOLGUIN,1.0
CUBA,2012,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CENTRO CULTURAL AFRICANO FERNANDO ORTIZ,1.0
CUBA,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,COLECCION SUR,2.0
CUBA,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL JOSE MARTI,1.0
CUBA,2014,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL JOSE MARTI,1.0
CUBA,2014,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,COLECCION SUR,1.0
CUBA,2014,MULTILINGÜE,890 - LITERATURAS DE OTRAS LENGUAS,CUADERNOS PAPIRO,1.0
CUBA,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO EDITORIAL CASA DE LAS AMERICAS,12.0
CUBA,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COLECCION SUR,1.0
CUBA,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL CAMINOS,1.0
CUBA,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO EDITORIAL CASA DE LAS AMERICAS,1.0
CUBA,2020,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO EDITORIAL CASA DE LAS AMERICAS,1.0
CUBA,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL CAMINOS,2.0
CUBA,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COLECCION SUR,1.0
CUBA,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO EDITORIAL CASA DE LAS AMERICAS,1.0
CUBA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CUBALITERARIA,2.0
CUBA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES HOLGUIN,1.0
CUBA,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ARTE Y LITERATURA,2.0
CUBA,2024,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO EDITORIAL CASA DE LAS AMERICAS,1.0
ECUADOR,2011,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CORPORACION EUGENIO ESPEJO POR EL LIBRO Y LA CULTURA,1.0
ECUADOR,2011,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PARADISO EDITORES,2.0
ECUADOR,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SECTOR PUBLICO GUBERNAMENTAL,1.0
ECUADOR,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,OQUENDO JAVIER - EL ANGEL EDITOR,1.0
ECUADOR,2023,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"TORAL REYES, MILTON SANTIAGO",1.0
ECUADOR,2024,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,EMBAJADA DE BRASIL EN QUITO,1.0
GUATEMALA,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUIS ALBERTO MENDEZ SALINAS,1.0
GUATEMALA,2022,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAFEINA EDITORES,1.0
GUATEMALA,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GARE DE CREACION,1.0
MÉXICO,2010,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,1.0
MÉXICO,2010,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,1.0
MÉXICO,2010,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,SANTILLANA EDICIONES GENERALES,1.0
MÉXICO,2010,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,2.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AZAFRAN Y CINABRIO,1.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA ALDO MANUZIO,1.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ALMADIA,1.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL VERDEHALAGO,1.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,1.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL PATRIA,1.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO LITERARIO DE VERACRUZ,1.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LA CABRA EDICIONES,1.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"NEXOS-SOCIEDAD, CIENCIA Y LITERATURA",3.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANTILLANA EDICIONES GENERALES,3.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA METROPOLITANA,1.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VERGARA & RIBA EDITORAS,2.0
MÉXICO,2010,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"PANTOJA DE LUNA, JOCELYN ALEJANDRA",1.0
MÉXICO,2010,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA ALDO MANUZIO,1.0
MÉXICO,2010,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LITERATURA Y ALTERNATIVAS EN SERVICIOS EDITORIALES,1.0
MÉXICO,2011,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,INTERNATIONAL BECAN,2.0
MÉXICO,2011,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,SANTILLANA EDICIONES GENERALES,13.0
MÉXICO,2011,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL VERDEHALAGO,3.0
MÉXICO,2011,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELEPHAS,1.0
MÉXICO,2011,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,1.0
MÉXICO,2011,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LIBROS MAGENTA,1.0
MÉXICO,2011,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"NEXOS-SOCIEDAD, CIENCIA Y LITERATURA",2.0
MÉXICO,2011,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANTILLANA EDICIONES GENERALES,2.0
MÉXICO,2011,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,1.0
MÉXICO,2011,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2011,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARMENTA MALPICA LUIS,2.0
MÉXICO,2011,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELEPHAS,1.0
MÉXICO,2011,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1.0
MÉXICO,2012,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,2.0
MÉXICO,2012,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES CASTILLO,4.0
MÉXICO,2012,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL ALMADIA,1.0
MÉXICO,2012,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,2.0
MÉXICO,2012,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,1.0
MÉXICO,2012,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,SANTILLANA EDICIONES GENERALES,3.0
MÉXICO,2012,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2.0
MÉXICO,2012,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ALMADIA,1.0
MÉXICO,2012,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELEPHAS,4.0
MÉXICO,2012,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,4.0
MÉXICO,2012,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"NEXOS-SOCIEDAD, CIENCIA Y LITERATURA",3.0
MÉXICO,2012,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ROJAS MANCERA PABLO GABRIEL,1.0
MÉXICO,2012,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,"MATEO CALDERON, JOSE MANUEL",1.0
MÉXICO,2012,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GOBIERNO DEL ESTADO DE PUEBLA,1.0
MÉXICO,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CALLIS NINOS,1.0
MÉXICO,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES CASTILLO,1.0
MÉXICO,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES TECOLOTE,1.0
MÉXICO,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,9.0
MÉXICO,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,6.0
MÉXICO,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PROGRAMA EDUCATIVO DEL NORTE,2.0
MÉXICO,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2.0
MÉXICO,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AGUILAR CARRILLO RICARDO MIGUEL,1.0
MÉXICO,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA ALDO MANUZIO,1.0
MÉXICO,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL OCEANO,1.0
MÉXICO,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,4.0
MÉXICO,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO SANTILLANA,1.0
MÉXICO,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LITERATURA Y ALTERNATIVAS EN SERVICIOS EDITORIALES,1.0
MÉXICO,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"NEXOS-SOCIEDAD, CIENCIA Y LITERATURA",2.0
MÉXICO,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANTILLANA EDICIONES GENERALES,2.0
MÉXICO,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2013,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL ALMADIA,1.0
MÉXICO,2013,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDAD VERACRUZANA,1.0
MÉXICO,2013,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AGUILAR CARRILLO RICARDO MIGUEL,3.0
MÉXICO,2013,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA ALDO MANUZIO,1.0
MÉXICO,2013,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AGUILAR CARRILLO RICARDO MIGUEL,1.0
MÉXICO,2013,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL ALMADIA,1.0
MÉXICO,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES TECOLOTE,1.0
MÉXICO,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,1.0
MÉXICO,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,1.0
MÉXICO,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AGUILAR CARRILLO RICARDO MIGUEL,3.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA ALDO MANUZIO,2.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COLOFON,1.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL HIPERLIBRO,1.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL OCEANO,2.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELEPHAS,1.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,2.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"GRANISES, SERVICIOS DE EDICION Y COMUNICACION",1.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL AL GAMAR,1.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO SANTILLANA,1.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"NEXOS-SOCIEDAD, CIENCIA Y LITERATURA",1.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"OMMATI, MARCOS",1.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PROMOTORA Y DIFUSORA DE ARTE Y CULTURA LAS ENCANTADAS,1.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANTILLANA EDICIONES GENERALES,2.0
MÉXICO,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2014,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL ALMADIA,1.0
MÉXICO,2014,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,ELEFANTA DEL SUR,1.0
MÉXICO,2014,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2014,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AGUILAR CARRILLO RICARDO MIGUEL,1.0
MÉXICO,2014,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MAGANA MAGANA FRANCISCO,1.0
MÉXICO,2014,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ALMADIA,1.0
MÉXICO,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CELISTIA,1.0
MÉXICO,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,COLOFON,1.0
MÉXICO,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,3.0
MÉXICO,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES CASTILLO,3.0
MÉXICO,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES EL NARANJO,2.0
MÉXICO,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,2.0
MÉXICO,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,1.0
MÉXICO,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1.0
MÉXICO,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,VERGARA & RIBA EDITORAS,5.0
MÉXICO,2015,ESPAÑOL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL OCEANO,4.0
MÉXICO,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BONOBOS EDITORES,1.0
MÉXICO,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,1.0
MÉXICO,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ALMADIA,1.0
MÉXICO,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELEFANTA DEL SUR,1.0
MÉXICO,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELEPHAS,1.0
MÉXICO,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ROERG,1.0
MÉXICO,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD VERACRUZANA,1.0
MÉXICO,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VALPARAISO EDICIONES MEXICO,1.0
MÉXICO,2015,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES DEL LIRIO,1.0
MÉXICO,2015,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MONDRAGON MEDINA LUIS JAVIER,1.0
MÉXICO,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ADVANCED MARKETING,20.0
MÉXICO,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES CASTILLO,1.0
MÉXICO,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES EL NARANJO,3.0
MÉXICO,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,3.0
MÉXICO,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,3.0
MÉXICO,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,3.0
MÉXICO,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LIBROS PARA IMAGINAR,1.0
MÉXICO,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,MUNDILIBROS,14.0
MÉXICO,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1.0
MÉXICO,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,WINBOOK,10.0
MÉXICO,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"CARNEIRO DA CUNHA, JOAO SOLANO",1.0
MÉXICO,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES B,3.0
MÉXICO,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELEPHAS,1.0
MÉXICO,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,2.0
MÉXICO,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"GRANISES, SERVICIOS DE EDICION Y COMUNICACION",1.0
MÉXICO,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,2.0
